Vardas         Pavarde             p1   p2   p3   p4   p5   p6   p7   p8   p9   p10  p11  p12  p13  p14  p15  egz  
Vardas99692    Pavarde99692        5    2    1    9    2    1    6    6    4    5    8    2    3    8    2    2    
Vardas99693    Pavarde99693        1    2    8    3    2    6    6    6    5    5    1    8    10   4    4    8    
Vardas99694    Pavarde99694        7    1    3    9    6    6    8    5    7    3    1    6    6    5    4    9    
Vardas99695    Pavarde99695        3    10   1    4    3    8    7    1    10   2    9    3    7    7    5    7    
Vardas99696    Pavarde99696        3    4    9    6    7    1    8    10   5    8    1    9    10   4    7    8    
Vardas99697    Pavarde99697        9    9    7    10   5    10   8    9    2    1    4    8    8    5    5    3    
Vardas99698    Pavarde99698        10   4    2    10   6    6    1    8    10   2    2    1    4    10   8    9    
Vardas99699    Pavarde99699        2    6    7    9    2    9    9    3    6    1    8    5    1    3    1    7    
Vardas99700    Pavarde99700        7    8    4    7    5    5    7    3    1    10   4    3    7    4    7    5    
Vardas99701    Pavarde99701        5    7    1    6    3    7    9    7    1    4    7    4    5    5    3    10   
Vardas99702    Pavarde99702        8    7    2    10   2    7    6    5    10   7    1    6    3    2    7    1    
Vardas99703    Pavarde99703        1    10   7    9    9    4    1    5    5    7    8    5    4    7    10   7    
Vardas99704    Pavarde99704        8    5    10   5    10   2    4    6    9    3    5    10   7    10   8    9    
Vardas99705    Pavarde99705        5    1    4    10   8    2    9    6    4    7    4    7    1    8    1    2    
Vardas99706    Pavarde99706        10   7    2    3    3    10   3    3    1    9    5    5    5    7    2    5    
Vardas99707    Pavarde99707        2    3    4    4    6    5    9    10   1    4    1    5    5    7    3    1    
Vardas99708    Pavarde99708        7    5    2    6    2    9    1    3    9    10   8    4    8    8    7    10   
Vardas99709    Pavarde99709        5    3    3    4    4    7    5    8    6    5    8    5    4    10   9    6    
Vardas99710    Pavarde99710        4    8    6    10   2    4    4    4    7    4    4    9    2    4    9    2    
Vardas99711    Pavarde99711        4    5    1    1    4    2    9    6    8    4    7    7    1    1    1    7    
Vardas99712    Pavarde99712        4    3    2    10   9    9    2    10   10   1    4    10   4    8    7    5    
Vardas99713    Pavarde99713        6    10   9    7    5    8    10   6    4    10   2    7    6    3    2    7    
Vardas99714    Pavarde99714        6    8    2    4    3    9    7    5    2    8    10   3    9    6    7    3    
Vardas99715    Pavarde99715        6    7    1    6    6    5    8    7    1    8    9    8    2    6    9    2    
Vardas99716    Pavarde99716        3    10   4    5    5    7    10   10   10   4    6    5    5    2    6    1    
Vardas99717    Pavarde99717        3    2    1    10   6    6    9    3    2    10   6    6    7    6    10   2    
Vardas99718    Pavarde99718        8    5    5    5    3    6    5    6    6    6    8    5    8    7    5    6    
Vardas99719    Pavarde99719        8    10   6    3    2    8    5    2    9    5    3    1    8    9    2    1    
Vardas99720    Pavarde99720        3    10   5    4    2    4    8    3    1    9    2    1    9    8    8    6    
Vardas99721    Pavarde99721        10   5    10   10   7    8    4    5    7    4    8    6    6    8    5    2    
Vardas99722    Pavarde99722        7    10   2    5    7    1    5    7    4    1    1    1    2    5    1    3    
Vardas99723    Pavarde99723        10   4    9    4    2    10   2    3    6    1    5    8    2    6    5    3    
Vardas99724    Pavarde99724        5    1    4    2    5    2    6    10   8    8    1    5    8    5    2    7    
Vardas99725    Pavarde99725        2    8    5    6    8    6    9    10   3    10   7    7    3    7    1    2    
Vardas99726    Pavarde99726        10   4    7    5    7    8    1    10   2    1    5    2    6    5    1    3    
Vardas99727    Pavarde99727        3    3    8    9    9    3    7    8    4    3    8    1    7    1    9    10   
Vardas99728    Pavarde99728        7    10   7    9    10   4    10   6    4    3    6    9    3    7    9    1    
Vardas99729    Pavarde99729        7    10   9    9    6    4    8    7    4    10   7    1    3    4    8    6    
Vardas99730    Pavarde99730        9    5    10   10   1    6    10   1    9    10   2    8    2    1    8    5    
Vardas99731    Pavarde99731        4    4    1    6    6    7    9    3    8    7    3    9    7    7    4    2    
Vardas99732    Pavarde99732        5    4    5    6    7    3    1    1    5    1    5    1    4    6    9    8    
Vardas99733    Pavarde99733        1    1    4    6    10   3    8    5    10   10   3    1    8    8    8    6    
Vardas99734    Pavarde99734        9    2    4    6    4    6    3    10   8    7    7    6    10   1    4    4    
Vardas99735    Pavarde99735        5    9    9    2    9    7    10   10   9    1    10   9    8    7    10   1    
Vardas99736    Pavarde99736        8    1    7    4    3    1    2    7    3    10   6    2    3    9    6    2    
Vardas99737    Pavarde99737        6    5    10   3    2    2    10   10   9    10   6    4    6    7    6    9    
Vardas99738    Pavarde99738        1    5    8    1    10   4    10   6    1    1    7    5    1    1    3    3    
Vardas99739    Pavarde99739        4    8    3    7    2    10   8    9    1    8    8    9    3    7    6    8    
Vardas99740    Pavarde99740        7    7    9    5    5    8    5    7    6    5    6    3    9    5    8    6    
Vardas99741    Pavarde99741        8    5    8    4    5    9    8    3    5    10   7    4    5    1    8    5    
Vardas99742    Pavarde99742        3    6    2    10   3    4    3    1    8    10   2    7    10   3    1    9    
Vardas99743    Pavarde99743        2    7    5    7    8    10   3    5    6    9    7    1    9    5    1    8    
Vardas99744    Pavarde99744        10   9    1    5    1    1    4    2    10   8    9    10   5    8    5    2    
Vardas99745    Pavarde99745        9    4    4    4    3    4    6    10   5    7    5    2    9    2    2    1    
Vardas99746    Pavarde99746        1    3    10   2    3    5    9    2    10   10   8    6    5    5    6    5    
Vardas99747    Pavarde99747        7    10   9    9    8    6    7    2    7    5    1    10   6    8    5    7    
Vardas99748    Pavarde99748        3    6    3    9    9    8    10   2    9    3    3    5    9    3    1    10   
Vardas99749    Pavarde99749        2    8    5    2    10   4    1    9    1    1    7    7    8    5    9    10   
Vardas99750    Pavarde99750        5    4    1    1    6    6    10   1    1    6    10   3    4    2    6    7    
Vardas99751    Pavarde99751        2    3    6    4    10   1    8    7    7    10   9    7    2    3    8    10   
Vardas99752    Pavarde99752        5    2    2    9    6    6    8    5    8    2    8    10   3    10   3    8    
Vardas99753    Pavarde99753        7    7    2    8    10   7    10   9    4    3    10   3    9    1    10   6    
Vardas99754    Pavarde99754        6    1    8    6    6    7    6    4    9    3    3    10   8    1    2    1    
Vardas99755    Pavarde99755        2    3    9    8    8    3    1    5    8    2    10   6    10   8    9    7    
Vardas99756    Pavarde99756        5    7    9    1    9    4    8    6    7    9    6    1    8    5    7    4    
Vardas99757    Pavarde99757        8    6    3    4    7    6    5    1    10   8    4    6    6    10   5    9    
Vardas99758    Pavarde99758        7    3    1    3    4    10   9    2    2    7    7    1    3    6    8    2    
Vardas99759    Pavarde99759        10   4    10   10   3    8    6    2    6    3    5    3    5    8    9    10   
Vardas99760    Pavarde99760        7    8    8    9    6    5    4    4    6    2    7    10   3    7    7    2    
Vardas99761    Pavarde99761        6    10   10   9    5    4    5    8    5    8    5    2    8    3    9    10   
Vardas99762    Pavarde99762        2    8    10   6    4    3    5    6    4    10   10   10   7    1    7    5    
Vardas99763    Pavarde99763        7    7    4    4    5    2    6    6    10   10   6    9    1    9    2    8    
Vardas99764    Pavarde99764        9    1    4    5    5    2    9    3    8    10   4    6    10   7    10   5    
Vardas99765    Pavarde99765        8    9    1    2    7    3    4    3    6    9    2    10   9    5    3    8    
Vardas99766    Pavarde99766        6    6    8    6    3    4    8    5    3    3    8    3    10   5    4    4    
Vardas99767    Pavarde99767        8    9    9    4    7    2    10   8    4    6    3    9    2    9    6    6    
Vardas99768    Pavarde99768        4    3    8    7    3    8    6    1    4    3    7    9    2    8    3    7    
Vardas99769    Pavarde99769        6    9    9    7    5    1    8    1    8    4    2    1    1    8    1    9    
Vardas99770    Pavarde99770        10   10   4    8    6    7    7    5    6    5    1    8    8    2    9    6    
Vardas99771    Pavarde99771        8    4    1    4    8    3    2    6    1    9    4    5    3    5    4    3    
Vardas99772    Pavarde99772        3    1    6    6    7    5    5    9    8    4    3    7    3    2    8    7    
Vardas99773    Pavarde99773        5    1    1    2    5    9    1    1    4    9    5    7    8    10   1    3    
Vardas99774    Pavarde99774        10   7    4    6    7    1    2    2    7    6    5    4    9    9    8    3    
Vardas99775    Pavarde99775        3    4    9    4    2    1    10   6    4    7    2    1    9    4    10   10   
Vardas99776    Pavarde99776        6    2    10   8    5    4    2    8    8    3    6    3    9    5    5    1    
Vardas99777    Pavarde99777        5    2    8    8    2    10   3    1    10   7    7    9    8    3    7    1    
Vardas99778    Pavarde99778        6    5    2    10   2    2    2    8    5    8    2    6    2    7    2    3    
Vardas99779    Pavarde99779        3    5    10   10   9    5    9    6    7    3    6    4    2    2    9    10   
Vardas99780    Pavarde99780        3    5    2    6    5    10   8    8    5    6    4    6    9    3    7    9    
Vardas99781    Pavarde99781        8    10   8    5    7    10   4    10   2    1    7    6    5    4    2    8    
Vardas99782    Pavarde99782        5    7    5    7    3    6    9    8    7    10   1    2    7    8    5    1    
Vardas99783    Pavarde99783        9    4    1    1    9    7    8    8    10   8    10   1    10   7    6    4    
Vardas99784    Pavarde99784        7    5    3    5    4    3    8    5    4    7    7    4    6    9    3    7    
Vardas99785    Pavarde99785        7    5    3    4    6    1    1    6    4    4    3    2    8    2    9    6    
Vardas99786    Pavarde99786        5    9    9    10   9    8    1    9    7    3    1    10   9    2    3    10   
Vardas99787    Pavarde99787        1    6    7    3    8    7    1    10   10   6    1    2    4    4    5    2    
Vardas99788    Pavarde99788        1    3    8    7    9    7    10   8    9    6    5    8    7    8    5    3    
Vardas99789    Pavarde99789        5    6    2    4    2    6    4    7    5    5    4    3    3    7    6    3    
